job_gpu,total_free,queue_length,running_jobs,max_free_node,variance_free,smaller_jobs_in_queue,demand_ratio,wait_time
7,0,9,9,0,0.0,7,7.0,19
3,0,14,5,0,0.0,0,3.0,1
1,0,13,5,0,0.0,0,1.0,1
1,0,17,6,0,0.0,0,1.0,2
4,0,14,5,0,0.0,1,4.0,12
8,6,11,8,4,1.6875,11,1.1428571428571428,29
6,9,10,7,3,1.109375,3,0.6,27
6,1,12,8,1,0.109375,6,3.0,36
4,0,15,6,0,0.0,1,4.0,14
6,1,11,8,1,0.109375,5,3.0,34
5,6,15,7,3,0.9375,1,0.7142857142857143,37
6,1,15,8,1,0.109375,8,3.0,40
2,4,21,6,2,0.5,0,0.4,4
8,0,12,9,0,0.0,12,8.0,42
8,5,15,8,2,0.484375,15,1.3333333333333333,49
7,1,14,9,1,0.109375,11,3.5,50
6,7,13,4,3,0.859375,5,0.75,42
7,0,14,6,0,0.0,11,7.0,46
4,0,18,7,0,0.0,2,4.0,16
7,4,14,5,2,0.5,11,1.4,46
7,4,15,4,2,0.5,12,1.4,46
7,0,14,6,0,0.0,11,7.0,46
8,0,13,6,0,0.0,13,8.0,41
6,7,14,4,3,0.859375,6,0.75,52
6,7,18,5,4,1.609375,9,0.75,45
7,0,17,7,0,0.0,13,7.0,46
8,7,20,6,3,0.859375,20,1.0,51
8,0,16,6,0,0.0,16,8.0,50
5,0,19,7,0,0.0,4,5.0,46
8,2,21,5,1,0.1875,21,2.6666666666666665,51
7,4,20,6,2,0.5,15,1.4,52
5,27,0,1,4,1.734375,0,0.17857142857142858,0
5,21,0,3,4,3.234375,0,0.22727272727272727,0
5,32,0,0,4,0.0,0,0.15151515151515152,0
1,27,1,1,4,1.734375,0,0.03571428571428571,0
1,16,0,4,4,4.0,0,0.058823529411764705,0
5,12,0,5,4,2.5,0,0.38461538461538464,0
4,5,0,6,4,1.734375,0,0.6666666666666666,0
2,7,0,5,3,0.859375,0,0.25,0
4,5,0,6,1,0.234375,0,0.6666666666666666,0
8,16,1,4,4,4.0,1,0.47058823529411764,0
7,7,0,6,4,2.359375,0,0.875,0
5,6,0,6,3,1.1875,0,0.7142857142857143,0
1,7,0,5,4,1.609375,0,0.125,0
1,1,0,7,1,0.109375,0,0.5,0
5,5,0,6,2,0.484375,0,0.8333333333333334,0
3,10,0,6,4,2.9375,0,0.2727272727272727,0
5,7,1,7,4,2.359375,1,0.625,0
5,7,2,7,4,2.359375,2,0.625,2
5,6,0,6,3,1.1875,0,0.7142857142857143,0
1,15,5,4,4,0.859375,0,0.0625,0
5,15,0,5,4,3.609375,0,0.3125,0
2,7,0,7,4,2.359375,0,0.25,0
7,0,0,9,0,0.0,0,7.0,3
3,2,2,7,1,0.1875,0,1.0,2
6,2,1,7,1,0.1875,0,2.0,1
1,3,4,7,2,0.484375,0,0.25,0
7,15,4,4,4,0.859375,3,0.4375,7
1,7,8,7,2,0.859375,0,0.125,2
2,7,7,7,2,0.859375,0,0.25,7
1,1,9,7,1,0.109375,0,0.5,0
6,6,3,6,3,1.1875,1,0.8571428571428571,9
8,3,3,7,2,0.484375,3,2.0,15
8,2,3,7,1,0.1875,3,2.6666666666666665,12
1,8,10,6,3,1.25,1,0.1111111111111111,3
8,7,6,7,2,0.859375,6,1.0,18
1,1,10,7,1,0.109375,1,0.5,4
6,7,5,7,2,0.859375,1,0.75,9
7,7,7,6,3,1.359375,4,0.875,17
4,0,8,7,0,0.0,2,4.0,23
7,2,4,8,1,0.1875,2,2.3333333333333335,18
3,8,8,6,2,0.5,1,0.3333333333333333,19
7,7,8,6,3,1.359375,5,0.875,20
1,0,15,6,0,0.0,0,1.0,8
4,3,9,6,3,0.984375,3,1.0,21
3,9,12,5,3,1.109375,1,0.3,15
4,6,10,7,2,0.9375,4,0.5714285714285714,24
1,0,16,6,0,0.0,1,1.0,11
6,1,11,6,1,0.109375,7,3.0,25
3,9,13,5,3,1.109375,2,0.3,20
4,0,10,7,0,0.0,6,4.0,25
7,2,11,6,2,0.4375,10,2.3333333333333335,26
3,11,15,4,3,0.984375,4,0.25,29
3,2,14,5,2,0.4375,4,1.0,28
3,9,14,5,3,1.109375,3,0.3,31
2,1,15,8,1,0.109375,1,1.0,10
5,8,12,5,3,1.25,5,0.5555555555555556,28
1,7,12,7,3,1.109375,1,0.125,6
7,8,15,4,4,2.0,13,0.7777777777777778,29
2,0,13,8,0,0.0,2,2.0,9
2,4,19,8,2,0.75,1,0.4,7
4,2,13,6,1,0.1875,8,1.3333333333333333,31
4,0,16,9,0,0.0,4,4.0,9
4,0,14,8,0,0.0,6,4.0,12
3,1,15,8,1,0.109375,3,1.5,10
7,0,15,7,0,0.0,12,7.0,33
2,1,18,9,1,0.109375,1,1.0,9
5,1,14,8,1,0.109375,6,2.5,18
1,6,18,7,3,1.1875,0,0.14285714285714285,0
1,0,18,9,0,0.0,0,1.0,4
3,4,18,8,2,0.5,3,0.6,17
6,5,16,7,2,0.484375,8,1.0,27
8,2,11,6,2,0.4375,11,2.6666666666666665,56
1,2,20,8,1,0.1875,1,0.3333333333333333,0
4,0,17,9,0,0.0,5,4.0,19
2,2,18,7,2,0.4375,0,0.6666666666666666,0
3,4,20,8,2,0.75,3,0.6,17
5,7,17,7,3,1.359375,7,0.625,28
3,0,17,9,0,0.0,3,3.0,20
6,6,19,7,3,1.1875,9,0.8571428571428571,21
4,8,20,8,3,1.25,6,0.4444444444444444,21
3,2,19,8,1,0.1875,5,1.0,21
3,3,19,8,1,0.234375,5,0.75,22
8,2,14,6,1,0.1875,14,2.6666666666666665,65
3,7,19,8,3,1.109375,5,0.375,21
5,2,18,8,1,0.1875,7,1.6666666666666667,23
7,1,16,8,1,0.109375,10,3.5,51
7,3,18,8,2,0.484375,12,1.75,52
6,8,19,8,3,1.25,10,0.6666666666666666,28
3,0,19,9,0,0.0,5,3.0,26
8,8,16,4,4,2.0,16,0.8888888888888888,77
8,7,13,7,3,1.109375,13,1.0,67
7,3,19,8,2,0.484375,13,1.75,57
4,2,18,7,1,0.1875,6,1.3333333333333333,33
7,2,17,7,1,0.1875,12,2.3333333333333335,39
5,8,17,7,3,1.25,7,0.5555555555555556,32
8,0,14,8,0,0.0,14,8.0,79
8,1,13,8,1,0.109375,13,4.0,74
3,5,17,6,3,1.234375,4,0.5,36
3,2,18,7,2,0.4375,4,1.0,43
6,0,17,7,0,0.0,8,6.0,41
4,0,20,7,0,0.0,6,4.0,39
4,2,17,7,2,0.4375,6,1.3333333333333333,43
7,5,18,6,2,0.734375,14,1.1666666666666667,43
5,0,18,7,0,0.0,7,5.0,41
6,0,19,7,0,0.0,10,6.0,50
3,5,17,6,2,0.734375,4,0.5,43
4,4,20,6,1,0.25,7,0.8,48
4,0,21,6,0,0.0,7,4.0,50
6,7,20,5,2,0.609375,11,0.75,50
7,7,21,5,2,0.609375,17,0.875,52
5,32,0,0,4,0.0,0,0.15151515151515152,0
2,27,1,1,4,1.734375,0,0.07142857142857142,0
1,20,0,3,4,3.75,0,0.047619047619047616,0
8,24,0,3,4,2.25,0,0.32,0
8,13,1,5,4,2.984375,1,0.5714285714285714,1
6,13,0,5,4,2.984375,0,0.42857142857142855,0
5,27,0,1,4,1.734375,0,0.17857142857142858,0
2,24,1,3,4,2.25,0,0.08,0
3,24,2,3,4,2.25,1,0.12,0
6,0,2,6,0,0.0,1,6.0,4
5,0,3,6,0,0.0,1,5.0,5
8,0,1,6,0,0.0,1,8.0,5
3,0,4,6,0,0.0,1,3.0,6
8,0,5,6,0,0.0,5,8.0,11
8,0,6,6,0,0.0,6,8.0,11
2,6,7,6,2,0.6875,0,0.2857142857142857,1
1,8,1,5,4,2.25,0,0.1111111111111111,6
2,3,8,6,2,0.484375,1,0.5,7
6,7,7,6,3,1.109375,2,0.75,2
8,0,7,6,0,0.0,7,8.0,17
3,2,4,7,2,0.4375,0,1.0,1
3,3,7,6,2,0.484375,1,0.75,3
8,0,9,6,0,0.0,9,8.0,23
3,3,3,7,3,0.984375,0,0.75,0
1,0,6,6,0,0.0,1,1.0,4
7,0,8,6,0,0.0,4,7.0,17
7,7,7,6,3,1.109375,3,0.875,23
5,8,5,5,2,0.75,2,0.5555555555555556,7
3,2,4,6,2,0.4375,0,1.0,5
1,8,6,5,2,0.75,0,0.1111111111111111,4
5,2,4,7,1,0.1875,0,1.6666666666666667,16
4,0,7,6,0,0.0,3,4.0,9
6,11,8,4,4,1.734375,6,0.5,10
2,7,3,6,3,1.609375,0,0.25,4
7,2,3,7,2,0.4375,2,2.3333333333333335,16
5,2,2,7,1,0.1875,0,1.6666666666666667,3
8,7,4,6,3,1.609375,4,1.0,13
5,0,3,8,0,0.0,1,5.0,3
2,2,4,7,1,0.1875,0,0.6666666666666666,0
2,7,4,6,3,1.609375,0,0.25,0
4,1,4,7,1,0.109375,1,2.0,4
8,7,5,6,3,1.609375,5,1.0,20
2,7,4,7,2,0.609375,0,0.25,1
1,1,5,7,1,0.109375,0,0.5,0
4,6,4,6,2,0.9375,0,0.5714285714285714,4
4,14,5,6,4,1.9375,0,0.26666666666666666,0
8,2,3,7,1,0.1875,3,2.6666666666666665,17
6,7,5,7,2,0.609375,1,0.75,4
7,1,3,8,1,0.109375,0,3.5,5
1,0,4,7,0,0.0,0,1.0,1
8,4,4,6,2,0.5,4,1.6,20
1,5,5,5,2,0.484375,0,0.16666666666666666,0
7,0,5,7,0,0.0,3,7.0,13
5,14,5,5,4,2.6875,0,0.3333333333333333,4
8,14,4,5,4,2.6875,4,0.5333333333333333,11
4,10,9,5,3,0.9375,0,0.36363636363636365,6
7,1,4,8,1,0.109375,1,3.5,18
1,2,10,6,2,0.4375,0,0.3333333333333333,0
6,0,6,7,0,0.0,2,6.0,19
4,2,8,6,2,0.4375,1,1.3333333333333333,14
8,12,7,5,4,2.25,7,0.6153846153846154,24
1,10,11,6,4,1.9375,0,0.09090909090909091,0
1,1,10,8,1,0.109375,0,0.5,0
1,7,10,5,4,2.359375,0,0.125,0
1,0,11,7,0,0.0,0,1.0,3
5,4,6,6,1,0.25,0,1.0,16
8,4,5,6,1,0.25,5,1.6,18
6,12,8,5,4,2.25,2,0.46153846153846156,18
3,5,11,6,2,0.484375,0,0.5,16
1,0,13,9,0,0.0,1,1.0,4
6,12,9,5,4,2.25,3,0.46153846153846156,30
1,1,10,7,1,0.109375,0,0.5,0
3,0,12,7,0,0.0,2,3.0,22
7,2,9,6,2,0.4375,7,2.3333333333333335,31
7,0,10,7,0,0.0,7,7.0,25
6,1,10,7,1,0.109375,6,3.0,29
1,0,11,9,0,0.0,0,1.0,3
8,0,9,7,0,0.0,9,8.0,30
4,0,12,9,0,0.0,5,4.0,19
1,0,13,7,0,0.0,0,1.0,2
2,0,15,9,0,0.0,3,2.0,17
7,10,11,5,4,2.6875,9,0.6363636363636364,29
2,0,14,9,0,0.0,2,2.0,14
2,7,12,6,4,1.859375,3,0.25,14
2,1,14,8,1,0.109375,3,1.0,5
3,10,10,6,4,1.9375,2,0.2727272727272727,18
3,6,14,7,2,0.4375,5,0.42857142857142855,17
4,0,9,8,0,0.0,2,4.0,23
6,1,13,8,1,0.109375,8,3.0,20
1,2,10,8,2,0.4375,0,0.3333333333333333,2
3,0,14,7,0,0.0,8,3.0,22
8,1,11,8,1,0.109375,11,4.0,24
2,2,13,7,1,0.1875,3,0.6666666666666666,19
3,1,13,8,1,0.109375,6,1.5,11
2,14,15,5,4,2.1875,4,0.13333333333333333,10
7,4,12,6,2,0.5,10,1.4,31
4,9,12,7,4,1.859375,6,0.4,13
6,0,15,7,0,0.0,12,6.0,25
3,0,12,7,0,0.0,6,3.0,21
1,0,12,9,0,0.0,0,1.0,2
3,4,10,8,3,1.0,0,0.6,5
4,0,10,9,0,0.0,3,4.0,18
6,3,15,6,2,0.484375,12,1.5,30
4,0,10,9,0,0.0,5,4.0,19
6,4,9,8,3,1.0,6,1.2,16
4,2,12,8,2,0.4375,6,1.3333333333333333,20
5,1,11,8,1,0.109375,6,2.5,27
7,2,11,8,2,0.4375,10,2.3333333333333335,29
7,0,11,9,0,0.0,10,7.0,29
8,9,13,7,4,1.859375,13,0.8,42
8,32,0,0,4,0.0,0,0.24242424242424243,0
3,19,0,2,4,3.484375,0,0.15,0
5,9,0,5,4,2.859375,0,0.5,0
1,16,0,3,4,4.0,0,0.058823529411764705,0
5,24,0,1,4,3.0,0,0.2,0
6,16,1,3,4,4.0,1,0.35294117647058826,0
7,15,0,4,4,3.609375,0,0.4375,0
3,0,1,7,0,0.0,0,3.0,1
7,15,1,4,4,3.609375,1,0.4375,0
1,1,0,6,1,0.109375,0,0.5,0
5,2,2,7,2,0.4375,1,1.6666666666666667,11
4,2,4,7,2,0.4375,2,1.3333333333333333,10
2,1,7,8,1,0.109375,0,1.0,2
1,2,3,7,2,0.4375,0,0.3333333333333333,0
6,0,0,7,0,0.0,0,6.0,9
3,5,9,7,4,1.734375,2,0.5,6
4,1,8,8,1,0.109375,4,2.0,13
2,1,5,10,1,0.109375,0,1.0,1
1,1,6,9,1,0.109375,0,0.5,0
3,2,1,7,2,0.4375,0,1.0,6
4,1,4,8,1,0.109375,2,2.0,10
8,1,5,8,1,0.109375,5,4.0,20
3,1,9,8,1,0.109375,2,1.5,7
6,8,9,7,3,1.5,8,0.6666666666666666,19
3,1,5,9,1,0.109375,0,1.5,5
6,1,6,8,1,0.109375,5,3.0,20
8,7,6,8,3,1.609375,6,1.0,15
1,4,6,7,2,0.75,0,0.2,0
4,4,7,6,2,0.5,0,0.8,0
6,1,6,10,1,0.109375,4,3.0,14
4,11,7,5,3,1.734375,0,0.3333333333333333,0
3,4,8,6,2,0.5,0,0.6,3
6,2,6,10,1,0.1875,3,2.0,13
1,1,9,6,1,0.109375,0,0.5,0
4,3,7,6,3,0.984375,1,1.0,9
8,2,5,10,1,0.1875,5,2.6666666666666665,13
6,9,6,6,4,1.609375,2,0.6,15
1,0,9,6,0,0.0,0,1.0,1
2,1,8,6,1,0.109375,1,1.0,11
7,11,6,5,3,1.734375,3,0.5833333333333334,18
3,0,11,6,0,0.0,3,3.0,7
5,14,8,5,4,1.9375,3,0.3333333333333333,21
5,1,6,7,1,0.109375,0,2.5,20
2,3,8,6,3,0.984375,0,0.5,19
8,1,7,6,1,0.109375,7,4.0,21
8,3,7,9,2,0.484375,7,2.0,32
4,9,11,6,4,1.609375,1,0.4,9
5,0,11,7,0,0.0,5,5.0,16
5,0,12,6,0,0.0,6,5.0,16
8,6,9,6,3,1.1875,9,1.1428571428571428,27
5,8,14,5,3,1.25,6,0.5555555555555556,24
6,4,9,6,2,0.5,6,1.2,25
4,0,13,7,0,0.0,1,4.0,11
4,5,17,5,3,0.984375,1,0.6666666666666666,10
5,8,13,5,3,1.25,5,0.5555555555555556,21
1,0,19,6,0,0.0,2,1.0,18
1,8,25,5,4,1.75,6,0.1111111111111111,7
3,0,18,6,0,0.0,0,3.0,22
7,0,8,6,0,0.0,5,7.0,37
5,2,15,6,2,0.4375,6,1.6666666666666667,28
1,0,21,6,0,0.0,5,1.0,18
5,5,18,5,3,0.984375,8,0.8333333333333334,31
1,1,21,11,1,0.109375,1,0.5,1
5,2,16,6,2,0.4375,7,1.6666666666666667,27
1,0,19,6,0,0.0,0,1.0,19
1,0,20,6,0,0.0,4,1.0,20
1,0,18,6,0,0.0,1,1.0,18
1,0,20,6,0,0.0,3,1.0,22
1,0,19,12,0,0.0,0,1.0,2
3,4,22,5,3,1.0,7,0.6,24
7,9,12,6,4,1.609375,7,0.7,45
2,0,23,6,0,0.0,6,2.0,30
5,4,23,5,3,1.0,15,1.0,29
1,0,21,12,0,0.0,0,1.0,2
5,10,19,4,3,1.4375,9,0.45454545454545453,35
8,0,10,6,0,0.0,10,8.0,62
3,5,24,6,3,0.984375,12,0.5,29
3,0,24,6,0,0.0,11,3.0,30
6,2,17,6,2,0.4375,9,2.0,41
2,5,24,5,2,0.734375,7,0.3333333333333333,32
2,0,23,6,0,0.0,8,2.0,28
2,0,19,8,0,0.0,0,2.0,1
8,1,12,6,1,0.109375,12,4.0,68
4,3,22,11,2,0.484375,8,1.0,22
4,6,22,10,3,0.9375,9,0.5714285714285714,22
3,2,21,9,1,0.1875,5,1.0,23
4,0,20,9,0,0.0,10,4.0,29
4,5,20,11,2,0.734375,8,0.6666666666666666,24
3,1,21,9,1,0.109375,5,1.5,23
4,1,22,9,1,0.109375,10,2.0,25
6,5,21,11,2,0.734375,13,1.0,26
1,1,17,7,1,0.109375,0,0.5,0
7,9,13,6,4,1.609375,8,0.7,74
4,4,16,6,2,0.5,5,0.8,13
3,2,15,7,1,0.1875,2,1.0,11
8,0,14,7,0,0.0,14,8.0,90
7,2,18,6,2,0.4375,13,2.3333333333333335,77
4,2,17,6,1,0.1875,5,1.3333333333333333,11
6,1,22,11,1,0.109375,14,3.0,43
7,0,18,12,0,0.0,14,7.0,60
8,0,21,9,0,0.0,21,8.0,62
4,4,17,6,3,1.0,5,0.8,17
2,1,18,7,1,0.109375,1,1.0,18
6,6,22,9,2,0.6875,14,0.8571428571428571,54
5,0,16,7,0,0.0,5,5.0,29
7,4,16,7,3,1.0,13,1.4,46
7,1,23,11,1,0.109375,19,3.5,64
7,1,20,10,1,0.109375,16,3.5,58
8,6,18,7,2,0.6875,18,1.1428571428571428,54
7,2,18,6,1,0.1875,15,2.3333333333333335,48
3,32,0,0,4,0.0,0,0.09090909090909091,0
8,22,0,2,4,2.9375,0,0.34782608695652173,0
7,29,0,1,4,0.984375,0,0.23333333333333334,0
6,22,1,2,4,2.9375,0,0.2608695652173913,0
7,5,0,5,4,1.734375,0,1.1666666666666667,3
3,22,2,2,4,2.9375,0,0.13043478260869565,0
7,5,1,5,4,1.734375,1,1.1666666666666667,8
6,8,2,4,4,2.25,0,0.6666666666666666,8
8,1,3,5,1,0.109375,3,4.0,6
1,1,5,5,1,0.109375,0,0.5,0
5,8,3,4,4,2.25,0,0.5555555555555556,8
5,1,4,5,1,0.109375,1,2.5,9
6,1,6,5,1,0.109375,4,3.0,10
1,8,8,6,4,1.75,1,0.1111111111111111,0
2,8,6,5,4,2.0,0,0.2222222222222222,1
3,0,6,7,0,0.0,1,3.0,4
5,0,4,7,0,0.0,1,5.0,2
6,8,7,5,4,2.0,5,0.6666666666666666,11
7,0,3,7,0,0.0,3,7.0,7
1,0,5,7,0,0.0,0,1.0,2
5,0,6,9,0,0.0,1,5.0,10
6,21,7,3,4,1.984375,6,0.2727272727272727,12
3,0,7,7,0,0.0,1,3.0,3
4,1,5,8,1,0.109375,0,2.0,3
8,0,4,7,0,0.0,4,8.0,16
3,4,7,6,4,1.75,0,0.6,3
8,6,5,6,4,1.9375,5,1.1428571428571428,21
3,3,9,5,2,0.484375,0,0.75,0
4,3,9,6,3,0.984375,2,1.0,14
6,0,7,7,0,0.0,4,6.0,22
6,8,5,7,4,1.75,2,0.6666666666666666,23
5,5,10,6,3,0.984375,3,0.8333333333333334,18
4,5,11,6,3,0.984375,2,0.6666666666666666,21
8,2,6,7,2,0.4375,6,2.6666666666666665,25
8,0,8,7,0,0.0,8,8.0,27
8,5,9,6,3,0.984375,9,1.3333333333333333,30
4,8,10,5,4,1.75,2,0.4444444444444444,18
3,2,9,6,2,0.4375,0,1.0,5
3,2,10,6,2,0.4375,1,1.0,11
8,3,9,6,2,0.484375,9,2.0,31
5,4,9,5,4,1.75,4,1.0,13
1,9,16,5,4,1.609375,0,0.1,0
3,2,11,6,2,0.4375,2,1.0,20
8,2,12,6,2,0.4375,12,2.6666666666666665,24
7,8,9,5,4,2.0,5,0.7777777777777778,20
1,0,16,7,0,0.0,0,1.0,4
4,2,13,6,2,0.4375,5,1.3333333333333333,21
2,0,17,6,0,0.0,0,2.0,14
7,5,15,5,3,1.234375,9,1.1666666666666667,27
8,5,14,5,3,1.234375,14,1.3333333333333333,33
1,1,19,7,1,0.109375,0,0.5,0
2,1,18,8,1,0.109375,2,1.0,18
2,5,17,5,3,1.234375,1,0.3333333333333333,20
1,8,20,7,4,3.0,0,0.1111111111111111,3
4,7,16,4,4,1.859375,6,0.5,33
5,8,16,5,4,1.75,7,0.5555555555555556,33
2,9,17,5,4,1.609375,3,0.2,23
8,5,16,5,3,1.234375,16,1.3333333333333333,45
1,1,20,8,1,0.109375,0,0.5,0
1,0,20,9,0,0.0,0,1.0,3
2,7,19,6,3,1.359375,3,0.25,21
6,0,16,6,0,0.0,7,6.0,36
3,0,17,7,0,0.0,5,3.0,32
7,0,18,7,0,0.0,12,7.0,38
2,0,19,8,0,0.0,3,2.0,29
1,1,26,7,1,0.109375,0,0.5,0
4,0,17,8,0,0.0,7,4.0,34
8,0,15,6,0,0.0,15,8.0,53
8,12,18,4,4,3.75,18,0.6153846153846154,55
2,0,21,10,0,0.0,2,2.0,18
5,1,16,8,1,0.109375,6,2.5,49
8,0,16,8,0,0.0,16,8.0,48
6,1,17,8,1,0.109375,8,3.0,56
3,2,21,8,2,0.4375,5,1.0,37
5,1,18,8,1,0.109375,8,2.5,52
8,4,18,7,4,1.75,18,1.6,53
4,1,18,7,1,0.109375,6,2.0,53
5,0,20,8,0,0.0,12,5.0,49
3,0,21,9,0,0.0,4,3.0,34
4,0,19,9,0,0.0,6,4.0,47
6,7,21,7,3,1.109375,15,0.75,48
3,0,20,9,0,0.0,4,3.0,39
6,0,18,9,0,0.0,12,6.0,50
5,6,28,4,2,0.6875,10,0.7142857142857143,31
5,10,27,5,4,2.1875,9,0.45454545454545453,31
4,0,26,7,0,0.0,5,4.0,32
6,0,21,8,0,0.0,14,6.0,51
8,7,22,8,3,1.359375,22,1.0,61
3,2,28,5,2,0.4375,2,1.0,17
6,0,21,9,0,0.0,15,6.0,61
5,9,28,4,4,2.859375,10,0.5,39
7,0,20,9,0,0.0,15,7.0,65
7,0,22,8,0,0.0,16,7.0,62
7,0,23,8,0,0.0,17,7.0,63
8,0,21,9,0,0.0,21,8.0,66
3,2,30,5,2,0.4375,3,1.0,31
7,9,24,6,4,2.859375,18,0.7,62
7,9,25,6,4,2.859375,19,0.7,67
6,1,27,7,1,0.109375,16,3.0,70
8,9,26,6,4,2.859375,26,0.8,73
7,9,28,5,3,1.109375,21,0.7,82
8,0,27,8,0,0.0,27,8.0,77
8,0,27,7,0,0.0,27,8.0,79
5,2,29,5,2,0.4375,11,1.6666666666666667,72
6,9,29,4,4,2.859375,17,0.6,79
7,1,30,5,1,0.109375,25,3.5,79
5,1,29,5,1,0.109375,11,2.5,80
5,5,28,5,2,0.484375,10,0.8333333333333334,73
7,16,31,3,4,1.75,26,0.4117647058823529,76
5,5,29,5,2,0.484375,11,0.8333333333333334,76
